user_id,city,trip_date,vehicle_type,battery_capacity_kwh,battery_health_pct,distance_km,daily_trip_count,charging_frequency_per_week,charging_type,charging_duration_min,charging_station_distance_km,energy_consumed_kwh,electricity_cost_per_kwh,weather_condition,traffic_density,user_income_level,range_km_estimated,range_anxiety_risk,vehicle_type_label,state,year,month
9b5c4685-dff7-41b5-9994-37b73c37fd4e,Chennai,2026-03-02,2W,2.75,78.69,,4.0,5.0,public_slow,192.23,6.33,1.84,10.2,clear,,middle,16.48,1.0,Two-Wheeler,Tamil Nadu,2026.0,3.0
8c9c0a38-6d7f-4d5b-8f94-a5f1d7044f6b,Pune,2023-12-18,2W,3.23,91.77,1.0,2.0,2.0,public_fast,80.1,1.22,0.19,,humid,0.212,low,19.36,0.0,Two-Wheeler,Maharashtra,2023.0,12.0
a2c39075-3101-4662-95ef-572391bbca03,Bangalore,2021-08-22,2W,3.14,94.74,38.16,3.0,3.0,home,337.64,3.95,6.28,7.2,extreme_heat,0.368,middle,16.01,1.0,Two-Wheeler,Karnataka,2021.0,8.0
2f8c2191-fa1d-45ec-8ab4-ba097773fc59,Pune,2026-03-24,3W,7.29,73.23,30.74,3.0,6.0,public_fast,47.5,3.53,4.18,9.28,clear,0.3,high,43.72,1.0,Three-Wheeler,Maharashtra,2026.0,3.0
75990117-5148-4b90-ac22-0b7b57c13a0c,Chennai,2024-04-13,2W,3.44,84.2,8.16,,6.0,public_fast,55.25,0.37,1.1,8.03,extreme_heat,0.049,high,17.55,0.0,Two-Wheeler,Tamil Nadu,2024.0,4.0
89d28423-613c-4aa5-ace5-f08071bae28f,Chennai,2020-10-18,2W,2.44,98.17,11.8,4.0,1.0,,335.27,6.08,1.8,7.17,humid,0.513,middle,14.64,1.0,Two-Wheeler,Tamil Nadu,2020.0,10.0
a3dc3b5a-91d4-4d13-95a8-38fa953ba84b,Chennai,2025-02-21,2W,3.32,86.35,50.65,,6.0,public_slow,197.59,1.41,8.45,9.9,clear,0.104,middle,19.91,1.0,Two-Wheeler,Tamil Nadu,2025.0,2.0
7b7d9d4a-b7aa-41b1-bdc6-acfab1da3ec9,Chennai,2021-01-22,2W,,96.53,39.67,2.0,2.0,public_slow,241.19,4.93,5.87,7.89,rainy,0.566,low,19.71,1.0,Two-Wheeler,Tamil Nadu,2021.0,1.0
ae363751-389a-494d-80de-8263cfad8c4a,Bangalore,2022-06-05,3W,6.49,88.91,1.0,2.0,2.0,home,338.52,0.5,0.22,8.01,rainy,0.256,low,35.07,0.0,Three-Wheeler,Karnataka,2022.0,6.0
16a3d378-5fb9-4fe8-9292-11ead46279b5,Ahmedabad,2026-04-13,2W,2.73,76.39,11.47,4.0,6.0,public_slow,133.33,3.13,1.76,9.36,extreme_heat,0.154,middle,13.93,1.0,Two-Wheeler,Gujarat,2026.0,4.0
62c04528-e687-41f3-a061-8b976355e25d,Ahmedabad,2024-05-13,3W,6.16,78.68,25.83,3.0,3.0,public_fast,0.63,1.95,4.7,9.85,rainy,0.321,middle,33.27,0.0,Three-Wheeler,Gujarat,2024.0,5.0
293cea1a-b9a3-49d4-b97c-589c08b4a839,Delhi,,2W,2.52,89.44,29.73,4.0,4.0,public_fast,54.92,0.29,4.71,7.42,rainy,0.378,low,13.59,0.0,Two-Wheeler,Delhi,,
3fc89271-a69b-4529-ab06-c37bf962d8ed,Delhi,2025-05-25,2W,2.55,82.28,52.25,1.0,6.0,home,354.53,2.99,8.21,9.8,rainy,0.264,high,13.8,1.0,Two-Wheeler,Delhi,2025.0,5.0
d426694b-bd56-4aea-bafc-e244a8161889,Bangalore,2021-03-23,3W,8.03,86.26,34.08,3.0,3.0,home,212.03,6.97,5.06,8.89,clear,0.631,middle,,1.0,Three-Wheeler,Karnataka,2021.0,3.0
ad257df2-43d9-4f6d-998f-b08307b6c124,,2021-12-01,2W,2.7,100.94,15.51,1.0,4.0,public_fast,68.85,1.48,2.93,5.21,rainy,0.33,high,14.6,0.0,Two-Wheeler,,2021.0,12.0
9d72e9e5-e1c0-4ac5-8458-09b8b978ad32,Pune,2024-11-23,3W,8.44,72.21,16.99,1.0,4.0,public_fast,48.78,1.39,2.57,,extreme_heat,0.207,low,43.05,0.0,Three-Wheeler,Maharashtra,2024.0,11.0
f75c07f1-a57f-410b-b665-49805a5a2445,Ahmedabad,2021-02-19,4W,41.89,102.77,45.14,2.0,2.0,public_fast,69.46,1.84,5.97,6.68,humid,,middle,251.33,0.0,Four-Wheeler,Gujarat,2021.0,2.0
cbc81579-709c-4ca2-adcb-6d570fd07b5d,Ahmedabad,2023-11-02,2W,2.65,88.38,34.44,3.0,2.0,home,382.91,0.97,5.74,8.48,,0.473,middle,15.88,0.0,Two-Wheeler,Gujarat,2023.0,11.0
59e4c462-13a1-4cd4-8f8b-3687a56650bf,Pune,2021-01-08,3W,7.5,95.13,45.59,4.0,3.0,home,258.22,0.59,5.72,7.92,humid,0.097,high,45.03,0.0,Three-Wheeler,Maharashtra,2021.0,1.0
18fc0b4f-c483-46c5-bedf-2c3fa4e5f226,Delhi,2024-01-22,2W,2.66,94.0,16.76,2.0,3.0,public_slow,191.85,,2.51,9.22,extreme_heat,0.459,low,13.54,0.0,Two-Wheeler,Delhi,2024.0,1.0
6146502b-f22b-43c7-9c23-c8679ef8df86,Chennai,2022-08-17,2W,2.7,95.66,54.51,3.0,3.0,home,299.02,0.78,8.02,8.05,extreme_heat,0.287,middle,13.78,0.0,Two-Wheeler,Tamil Nadu,2022.0,8.0
bcc7dc2e-a194-4f19-aadc-a103ba78190a,Mumbai,2021-11-15,2W,2.71,92.42,1.0,4.0,3.0,home,349.25,3.02,0.15,7.01,clear,0.058,low,16.24,0.0,Two-Wheeler,Maharashtra,2021.0,11.0
0ed61c0c-393d-426d-a40d-aaa538f5c4af,Hyderabad,2022-12-22,4W,35.98,88.78,45.51,3.0,3.0,public_slow,186.39,2.88,6.79,6.47,clear,0.239,low,215.87,0.0,Four-Wheeler,Telangana,2022.0,12.0
e92fdd21-7cd7-4dc2-8e94-b783a6872c8b,Bangalore,2023-04-10,4W,45.58,87.54,1.0,3.0,3.0,public_slow,140.35,1.53,0.15,7.27,humid,0.098,low,273.51,0.0,Four-Wheeler,Karnataka,2023.0,4.0
b7bd4aca-5637-4bd9-a6a4-7a527dc6676f,Hyderabad,2019-06-18,2W,3.1,97.2,11.79,3.0,,home,313.84,1.31,1.54,6.38,extreme_heat,0.272,high,15.83,0.0,Two-Wheeler,Telangana,2019.0,6.0
b3b777ff-1346-4bc0-ab27-00cd974c7e29,Mumbai,2020-06-24,2W,2.26,100.59,23.48,3.0,4.0,public_slow,193.63,8.09,3.82,6.14,extreme_heat,0.473,low,11.51,1.0,Two-Wheeler,Maharashtra,2020.0,6.0
f6e98b74-a37d-440c-9c84-944d176a3da9,Delhi,2019-06-30,2W,2.4,98.53,15.25,2.0,2.0,public_fast,60.82,0.14,1.84,5.36,humid,0.277,high,14.38,0.0,Two-Wheeler,Delhi,2019.0,6.0
b4848204-fa06-4d04-9bcf-ecffa4771141,Hyderabad,2021-12-14,4W,36.28,92.41,24.22,2.0,2.0,public_fast,81.96,2.34,3.86,4.63,humid,0.189,middle,217.69,0.0,Four-Wheeler,Telangana,2021.0,12.0
a1026590-af4a-4290-afcb-731b5835b783,Ahmedabad,2024-07-05,,34.59,86.62,34.53,1.0,4.0,public_slow,106.14,1.86,5.12,9.68,extreme_heat,0.266,low,176.42,0.0,,Gujarat,2024.0,7.0
cde9fcfc-3ae8-4751-badd-363ddbc5e4bd,Delhi,2021-07-30,2W,2.98,89.98,11.17,2.0,4.0,public_fast,79.12,2.22,1.66,8.94,rainy,0.347,middle,16.1,0.0,Two-Wheeler,Delhi,2021.0,7.0
4a8cd2e9-c608-401b-814f-d9bac71c41f8,,2024-07-20,2W,3.04,98.48,10.76,3.0,2.0,public_slow,247.44,1.42,2.24,8.12,extreme_heat,0.279,middle,15.48,0.0,Two-Wheeler,,2024.0,7.0
ec8fcc0f-202e-417f-a4bf-72f61774ceae,,2020-08-29,2W,3.82,101.51,23.94,3.0,2.0,,328.84,3.15,3.34,,humid,0.28,low,22.9,1.0,Two-Wheeler,,2020.0,8.0
d0fa47dc-aef1-4998-bcf2-17ccc1bb2e39,Ahmedabad,2024-09-14,2W,2.99,73.74,42.64,2.0,4.0,public_slow,144.85,6.45,5.86,8.84,rainy,0.403,middle,16.15,1.0,Two-Wheeler,Gujarat,2024.0,9.0
e89e4245-f8e8-4eb0-aef8-ed0a9464e4c9,Ahmedabad,2024-11-24,3W,9.54,80.72,26.67,3.0,5.0,public_fast,90.33,1.23,4.44,9.22,clear,0.305,low,57.25,0.0,Three-Wheeler,Gujarat,2024.0,11.0
6f356854-046e-4578-8639-93dfe6c9bc26,Bangalore,2020-01-22,2W,3.88,92.92,20.93,1.0,1.0,public_slow,226.29,3.17,,7.33,clear,0.057,low,23.27,1.0,Two-Wheeler,Karnataka,2020.0,1.0
c391c885-bc30-40ab-8c2b-b2b02f683953,Ahmedabad,2020-03-10,2W,2.77,100.53,39.39,3.0,2.0,home,295.14,0.04,7.43,,clear,0.449,middle,16.61,0.0,Two-Wheeler,Gujarat,2020.0,3.0
b83a4bcc-5227-4a66-964b-7db9824457c8,Pune,2024-05-19,3W,7.82,72.19,12.81,4.0,3.0,public_fast,58.56,1.66,2.1,9.79,clear,,low,,0.0,Three-Wheeler,Maharashtra,2024.0,5.0
65c9756a-689b-492d-baab-ed4fb2123a66,Pune,,2W,2.8,67.44,3.33,2.0,5.0,public_slow,260.77,1.22,0.59,9.9,rainy,0.777,low,15.12,1.0,Two-Wheeler,Maharashtra,,
caa45ec7-d40e-4d08-a961-339b0db6bbbb,Bangalore,2026-03-21,2W,2.99,78.77,5.4,2.0,4.0,home,349.01,10.54,1.09,7.37,clear,0.291,middle,,0.0,Two-Wheeler,Karnataka,2026.0,3.0
f86ad9e6-06d6-4b0f-b169-4fc1e8986f79,Pune,2020-01-15,2W,2.61,103.04,28.67,1.0,3.0,home,246.07,1.44,5.06,3.55,extreme_heat,0.186,low,13.3,0.0,Two-Wheeler,Maharashtra,2020.0,1.0
0ed81c57-88ff-4d89-9360-47d3ee1c86d8,Pune,2020-10-29,3W,8.05,102.08,40.14,3.0,2.0,public_fast,40.48,2.97,7.53,8.32,rainy,0.551,low,43.46,0.0,Three-Wheeler,Maharashtra,2020.0,10.0
a38f3db7-1577-4238-b10f-c06f59f2ac02,Chennai,2023-11-06,4W,41.8,90.09,26.22,2.0,4.0,public_fast,56.52,0.13,5.21,9.0,rainy,0.323,,225.72,0.0,Four-Wheeler,Tamil Nadu,2023.0,11.0
ee59cad0-4357-4f15-b728-beff85a02c8d,Hyderabad,2023-02-14,2W,3.13,90.79,42.53,2.0,4.0,public_fast,67.83,0.03,6.62,7.73,extreme_heat,0.122,middle,15.96,0.0,Two-Wheeler,Telangana,2023.0,2.0
9142dadd-d0d0-405c-862c-2c9333357b7e,Mumbai,2023-09-29,3W,7.35,88.55,41.62,3.0,3.0,public_fast,33.41,0.41,6.4,6.71,rainy,0.078,middle,39.67,0.0,Three-Wheeler,Maharashtra,2023.0,9.0
525d00c4-3fea-4019-a84c-2b85346fea9a,Hyderabad,2019-06-15,2W,3.35,,7.79,4.0,1.0,public_fast,107.62,1.2,1.64,4.79,rainy,0.413,middle,18.08,0.0,Two-Wheeler,Telangana,2019.0,6.0
b1400cf4-0fad-45f3-8706-e1266f63ee93,Hyderabad,2024-07-21,3W,6.95,83.29,24.04,2.0,5.0,public_slow,198.03,2.68,3.63,8.08,clear,0.3,low,41.68,0.0,Three-Wheeler,Telangana,2024.0,7.0
7fafae19-85b5-4bd9-aecd-8364ff0a1fbd,Bangalore,2024-05-10,2W,2.15,80.17,21.8,3.0,5.0,home,245.25,1.81,3.98,7.58,humid,0.214,,12.88,1.0,Two-Wheeler,Karnataka,2024.0,5.0
eb4cab78-a105-4ecf-9d94-1a947163985d,Hyderabad,2022-04-25,2W,2.54,97.12,19.25,3.0,4.0,home,332.15,0.88,3.37,6.64,clear,0.133,middle,15.27,0.0,Two-Wheeler,Telangana,2022.0,4.0
3fb32962-ebcd-4c69-b748-d0d3c1d8bc9a,Mumbai,2023-08-19,2W,3.08,78.74,51.39,3.0,3.0,,166.61,2.57,6.3,6.68,humid,0.375,low,18.49,0.0,Two-Wheeler,Maharashtra,2023.0,8.0
4b779487-251c-4730-bcbb-e08348ccc490,Mumbai,2024-08-24,2W,2.5,90.42,14.17,3.0,3.0,public_slow,150.21,4.23,2.12,8.45,extreme_heat,0.478,low,12.74,1.0,Two-Wheeler,Maharashtra,2024.0,8.0
1816abf9-42b5-45ef-b387-372ae6f09800,Mumbai,2023-05-29,2W,2.25,87.6,9.18,4.0,5.0,public_slow,194.97,2.51,1.7,8.65,humid,0.242,,13.52,0.0,Two-Wheeler,Maharashtra,2023.0,5.0
633c6767-76b9-49e6-aca5-c389b42e5579,Pune,2026-07-08,3W,7.49,85.86,5.97,,4.0,public_fast,48.77,3.94,1.03,9.48,humid,0.138,high,44.92,0.0,Three-Wheeler,Maharashtra,2026.0,7.0
896a75d3-ccfd-450e-9826-8dc624ed48a9,Delhi,2021-02-05,2W,2.17,87.37,4.86,3.0,3.0,public_slow,206.78,1.59,0.93,6.12,,0.138,high,13.02,,Two-Wheeler,Delhi,2021.0,2.0
3dcd4058-4a4c-4a76-bec4-bcc07da34a98,Mumbai,2024-12-28,2W,2.77,83.82,17.65,1.0,1.0,home,323.16,0.69,2.98,9.04,clear,0.51,low,16.59,0.0,Two-Wheeler,Maharashtra,2024.0,12.0
493a8b05-6836-42ec-9e03-0ecc05456d2f,Pune,2026-10-04,4W,46.95,73.59,33.08,1.0,3.0,public_slow,194.44,1.97,,11.01,extreme_heat,0.183,low,239.43,0.0,Four-Wheeler,Maharashtra,2026.0,10.0
9a4ae81a-2167-44e1-8d29-f24e7ff15538,Bangalore,2025-12-01,3W,7.13,70.04,30.2,1.0,4.0,public_slow,157.33,0.37,4.99,9.76,extreme_heat,,high,36.39,1.0,Three-Wheeler,Karnataka,2025.0,12.0
640e0c3a-23da-487e-b377-4342a3e96af2,Mumbai,2020-07-07,2W,2.89,94.23,6.51,2.0,1.0,home,349.03,,0.92,6.59,rainy,0.255,high,15.61,0.0,Two-Wheeler,Maharashtra,2020.0,7.0
4d450fde-bab7-49f9-bc7b-54b8873c8ad3,Delhi,2026-04-10,3W,7.69,79.55,49.53,2.0,4.0,public_fast,64.06,2.07,6.7,9.94,rainy,0.291,,41.51,0.0,Three-Wheeler,Delhi,2026.0,4.0
9aa20b9c-0630-4934-bba7-1cb085c20673,Pune,2020-08-29,2W,2.24,87.55,45.23,4.0,1.0,home,200.52,0.92,7.17,4.75,rainy,0.507,high,12.12,0.0,Two-Wheeler,Maharashtra,2020.0,8.0
,Pune,2023-12-29,2W,3.23,90.21,22.33,1.0,2.0,public_fast,41.65,0.1,4.11,9.42,rainy,0.458,low,17.47,0.0,Two-Wheeler,Maharashtra,2023.0,12.0
1aaffea8-55e9-45c3-9939-9f32956d6ff1,Mumbai,2023-05-24,2W,3.09,89.42,50.56,2.0,4.0,home,216.07,0.41,8.64,7.75,extreme_heat,0.16,high,15.77,0.0,Two-Wheeler,Maharashtra,2023.0,5.0
8f660a2e-2b35-40dd-ac09-58b06bae101e,Hyderabad,2025-06-28,3W,9.71,87.81,22.7,3.0,5.0,public_fast,52.14,2.36,3.5,9.03,clear,0.131,middle,58.26,0.0,Three-Wheeler,Telangana,2025.0,6.0
8e75fe33-0a5f-4b19-96d7-ec56b5a586ca,Chennai,2025-08-17,3W,9.07,,1.0,3.0,5.0,public_slow,,9.37,0.15,8.12,extreme_heat,0.172,low,46.28,1.0,Three-Wheeler,Tamil Nadu,2025.0,8.0
86b5eda4-43ca-4be6-9933-fa7e4fea52e9,Pune,2019-03-19,3W,,101.75,20.93,2.0,2.0,public_slow,182.63,2.35,3.56,,clear,0.172,low,52.35,0.0,Three-Wheeler,Maharashtra,2019.0,3.0
23cd95e2-60ac-4b37-a784-7750ca24acc4,Mumbai,2024-04-22,2W,3.5,87.86,31.8,2.0,4.0,public_slow,254.25,2.17,4.53,9.96,humid,0.241,middle,20.97,0.0,Two-Wheeler,Maharashtra,2024.0,4.0
34aae3f8-e7e1-4341-ba0e-07e47025e2bb,Bangalore,2020-10-22,3W,8.13,93.51,23.78,3.0,2.0,public_fast,78.16,4.4,5.72,6.83,humid,0.27,middle,48.75,0.0,Three-Wheeler,Karnataka,2020.0,10.0
ecb69e26-dc8e-4f8a-9a21-cb33392694c6,,2025-08-04,2W,2.21,77.91,23.32,4.0,4.0,public_slow,,2.26,4.15,,extreme_heat,0.668,low,11.26,0.0,Two-Wheeler,,2025.0,8.0
189f1064-856e-43d1-966e-32582fef5558,Pune,2026-12-23,4W,29.92,81.97,28.93,3.0,5.0,,231.14,1.58,5.29,8.12,humid,0.267,middle,179.54,0.0,Four-Wheeler,Maharashtra,2026.0,12.0
f3745283-c4bf-4b22-ab9f-986d21714392,Hyderabad,2020-10-25,2W,3.02,91.67,28.54,2.0,2.0,public_slow,162.06,0.18,4.74,5.64,clear,0.442,middle,18.11,0.0,Two-Wheeler,Telangana,2020.0,10.0
7707ec82-e95a-4dc2-8f76-608fd764cfba,Delhi,2021-03-28,3W,7.38,92.15,21.54,4.0,3.0,home,291.09,2.32,3.6,7.82,extreme_heat,0.561,high,37.63,0.0,Three-Wheeler,Delhi,2021.0,3.0
3912a96c-6705-45c2-bb99-00dd64b286c3,Delhi,2021-08-19,3W,8.18,93.8,51.9,2.0,1.0,home,211.43,0.74,10.25,4.7,humid,0.247,high,49.07,0.0,Three-Wheeler,Delhi,2021.0,8.0
cc2656cd-4190-4f36-81cc-15f644157764,Delhi,2020-10-11,4W,45.43,96.26,17.17,3.0,1.0,public_slow,227.85,0.77,2.23,7.96,clear,0.461,high,272.57,0.0,Four-Wheeler,Delhi,2020.0,10.0
f987e24e-713c-4470-9f74-d69d1ab27a43,Hyderabad,2020-04-11,2W,2.73,100.39,41.63,3.0,3.0,public_slow,203.97,0.69,6.43,7.18,rainy,0.419,middle,14.74,0.0,Two-Wheeler,Telangana,2020.0,4.0
42e04d19-4097-4e52-be06-69d1ddfc9f0c,Ahmedabad,2022-12-26,2W,3.11,87.05,3.42,3.0,2.0,public_slow,227.85,0.92,0.7,6.89,humid,0.272,high,18.65,0.0,Two-Wheeler,Gujarat,2022.0,12.0
6ce222f4-77b5-4182-bcc0-7ddaeb86f66c,Hyderabad,2024-10-12,3W,8.7,87.17,2.38,3.0,6.0,public_slow,193.6,3.42,0.4,9.27,clear,0.409,high,52.18,1.0,Three-Wheeler,Telangana,2024.0,10.0
,,2024-02-16,3W,7.73,93.32,33.1,3.0,5.0,home,315.32,1.9,6.53,7.65,clear,0.096,high,46.39,1.0,Three-Wheeler,,2024.0,2.0
66a3b41b-4da8-4abd-a109-e691c4e77abf,Delhi,2020-03-07,3W,9.43,101.8,32.44,3.0,2.0,,317.08,1.78,6.3,8.24,humid,0.314,low,56.58,0.0,Three-Wheeler,Delhi,2020.0,3.0
841b74fb-66af-4ed6-9c61-1ab2d8450d5b,Ahmedabad,2023-12-14,3W,9.14,89.55,16.54,2.0,3.0,public_slow,159.38,0.69,,7.56,clear,0.148,low,54.83,0.0,Three-Wheeler,Gujarat,2023.0,12.0
c335e611-f0a9-4ba0-94c1-2a89cc5bdf58,Mumbai,2020-07-18,4W,41.41,91.95,82.25,2.0,1.0,public_fast,50.27,0.73,6.31,6.7,extreme_heat,0.226,middle,211.2,0.0,Four-Wheeler,Maharashtra,2020.0,7.0
2d900771-97bc-422b-a987-78921d6519e3,Bangalore,2024-04-24,2W,2.62,92.23,,1.0,4.0,home,427.93,2.31,5.61,8.75,clear,0.085,low,15.71,0.0,Two-Wheeler,Karnataka,2024.0,4.0
127870a4-5ee6-41d2-ba06-aa4611082c84,Bangalore,2023-08-27,3W,8.44,86.2,23.18,3.0,3.0,home,286.51,1.2,4.35,9.16,rainy,0.266,middle,45.56,0.0,Three-Wheeler,Karnataka,2023.0,8.0
5f1effd0-3f5e-4294-9ab4-32e8761cab86,,2021-07-23,4W,29.02,96.35,39.82,4.0,3.0,public_fast,47.2,1.4,6.82,5.86,extreme_heat,0.363,high,147.99,0.0,Four-Wheeler,,2021.0,7.0
a10507d0-24c1-4642-a834-7421b00b67da,Ahmedabad,2024-10-15,3W,9.76,80.53,12.46,3.0,4.0,home,368.36,0.73,0.86,8.02,extreme_heat,0.231,low,49.79,0.0,Three-Wheeler,Gujarat,2024.0,10.0
42b37162-53e4-49b7-8c0c-e9a98da9e90f,Mumbai,2024-10-20,2W,3.18,86.55,14.74,1.0,4.0,public_fast,90.54,1.9,2.0,7.53,extreme_heat,0.053,high,16.2,0.0,Two-Wheeler,Maharashtra,2024.0,10.0
b6317b88-0777-4ea2-b44b-90b7a4741fc5,Pune,2019-09-09,3W,7.86,100.15,48.71,2.0,2.0,public_slow,204.49,1.4,9.35,5.09,rainy,0.128,high,42.44,0.0,Three-Wheeler,Maharashtra,2019.0,9.0
01d1a474-53bc-4154-9581-b11da04d4e5c,Chennai,2026-01-31,3W,7.72,74.28,17.42,4.0,5.0,public_slow,196.09,0.46,2.25,10.45,humid,0.141,,46.31,1.0,Three-Wheeler,Tamil Nadu,2026.0,1.0
ce3a45d9-5abd-4b08-85e3-e7dfa02860fe,Hyderabad,2026-11-10,4W,44.79,76.49,82.63,3.0,3.0,public_slow,205.5,6.28,4.77,9.65,humid,0.405,high,268.74,0.0,Four-Wheeler,Telangana,2026.0,11.0
aed5d452-4283-4308-b08b-0181e27600d9,Hyderabad,2022-02-19,3W,6.49,92.23,11.23,4.0,2.0,home,224.17,3.68,2.52,7.83,extreme_heat,0.168,middle,33.11,0.0,Three-Wheeler,Telangana,2022.0,2.0
f47ab3d1-86cb-4624-b58f-d661552060ec,Hyderabad,2025-02-07,3W,,81.94,33.49,1.0,4.0,public_slow,147.28,1.83,7.35,9.14,extreme_heat,0.416,middle,43.45,0.0,Three-Wheeler,Telangana,2025.0,2.0
6b64ce02-6a7e-4786-bc15-0bfa0b2581a7,Pune,2026-04-11,3W,8.78,83.29,10.35,2.0,7.0,public_fast,52.3,1.17,2.23,10.94,clear,0.505,low,52.65,0.0,Three-Wheeler,Maharashtra,2026.0,4.0
84852c6c-75aa-4694-88e0-e3674ff9a861,Hyderabad,2020-05-31,4W,41.02,91.06,17.68,3.0,2.0,public_fast,55.75,0.27,2.45,6.75,rainy,0.512,low,221.52,0.0,Four-Wheeler,Telangana,2020.0,5.0
8bae04ed-39d0-4832-9d72-b0e54c51669b,Bangalore,2024-11-05,3W,7.67,80.19,29.34,3.0,5.0,home,283.63,1.14,4.28,7.66,clear,0.48,low,46.0,0.0,Three-Wheeler,Karnataka,2024.0,11.0
2dc5ddd5-1e73-4124-bfed-fd47aa9f1734,Bangalore,2025-08-23,2W,2.19,84.25,44.96,4.0,6.0,public_fast,66.62,2.97,7.65,9.51,extreme_heat,0.014,high,11.18,1.0,Two-Wheeler,Karnataka,2025.0,8.0
7ed2a698-0be4-4ac0-af8a-8a4e74c566c0,Ahmedabad,2019-09-03,2W,3.01,94.08,28.77,4.0,4.0,,195.52,2.94,3.49,5.21,humid,0.567,low,18.08,0.0,Two-Wheeler,Gujarat,2019.0,9.0
324e5320-3c20-43fe-85e4-f6f389288af1,Pune,2020-05-25,2W,,92.96,1.0,2.0,4.0,public_slow,162.41,0.15,0.25,7.64,clear,0.091,middle,17.47,0.0,Two-Wheeler,Maharashtra,2020.0,5.0
8a6894bf-4941-4afd-9b4d-42a359a3447b,Hyderabad,2025-07-10,3W,7.91,83.16,22.1,3.0,5.0,public_slow,183.4,0.8,2.82,7.62,rainy,0.21,low,42.69,0.0,Three-Wheeler,Telangana,2025.0,7.0
dfaa274b-ead4-4266-a31f-e79b2d2c842d,Chennai,2025-06-04,2W,3.51,77.39,61.28,5.0,4.0,public_fast,84.93,10.29,9.86,7.84,rainy,0.426,low,18.98,1.0,Two-Wheeler,Tamil Nadu,2025.0,6.0
41912d43-eb8f-4e55-a0a6-f999c80539bc,Ahmedabad,2021-02-27,3W,7.08,96.26,27.84,3.0,3.0,public_fast,84.19,2.11,5.79,6.71,clear,0.124,low,42.45,0.0,Three-Wheeler,Gujarat,2021.0,2.0
d37be457-4974-4eac-a075-d1355cc03569,Mumbai,2023-08-15,2W,3.01,83.75,19.02,2.0,3.0,public_fast,69.99,2.41,3.58,9.05,rainy,0.48,middle,16.26,0.0,Two-Wheeler,Maharashtra,2023.0,8.0
8a845c6c-c1c7-4811-8db0-762ef416cb92,Chennai,2023-02-21,3W,8.58,92.69,43.31,3.0,3.0,public_slow,203.84,0.12,8.54,7.53,extreme_heat,0.138,high,43.74,0.0,Three-Wheeler,Tamil Nadu,2023.0,2.0
df6615fc-630b-4c5d-9e62-ebca896883ea,Pune,2026-02-19,4W,33.84,74.32,26.65,3.0,4.0,public_slow,225.11,0.47,5.95,10.57,extreme_heat,0.322,middle,172.59,0.0,Four-Wheeler,Maharashtra,2026.0,2.0
e144edde-3062-429f-a9d1-ed6b03f59265,Delhi,2020-10-29,3W,9.65,99.63,45.4,5.0,3.0,public_fast,59.77,6.42,8.31,5.22,extreme_heat,0.269,low,49.22,1.0,Three-Wheeler,Delhi,2020.0,10.0
4f28ceb2-3f91-4c50-8e92-aeeb5d55b647,Mumbai,2024-12-07,3W,8.32,87.08,28.4,5.0,5.0,public_fast,42.66,3.58,4.47,7.5,extreme_heat,0.462,low,,1.0,Three-Wheeler,Maharashtra,2024.0,12.0
b33e2801-6c85-4d96-bcb9-531c1b9e45aa,Bangalore,2025-04-08,4W,,70.08,21.41,4.0,4.0,home,376.89,6.27,3.2,9.05,extreme_heat,0.105,low,214.59,1.0,Four-Wheeler,Karnataka,2025.0,4.0
,Mumbai,2022-04-01,3W,8.66,96.36,30.87,1.0,4.0,home,386.08,12.15,4.31,7.37,humid,0.344,low,51.96,0.0,Three-Wheeler,Maharashtra,2022.0,4.0
1944d32d-4315-4ea8-8eb2-81961b4c4255,Pune,2022-04-19,2W,2.93,91.15,2.42,2.0,4.0,home,337.64,1.26,0.36,8.06,rainy,0.132,middle,15.8,0.0,Two-Wheeler,Maharashtra,2022.0,4.0
9425b29d-c400-4d41-a50d-01b21a6b6aaf,Bangalore,2022-06-03,2W,1.97,,42.18,2.0,1.0,public_slow,231.01,3.75,5.85,8.53,extreme_heat,0.162,low,10.05,1.0,Two-Wheeler,Karnataka,2022.0,6.0
a7749aad-0858-4bdd-9bf5-6c95a7e19ab0,Ahmedabad,2019-10-04,2W,2.48,99.38,17.65,4.0,3.0,public_fast,49.54,0.58,3.01,5.96,humid,0.311,middle,14.9,0.0,Two-Wheeler,Gujarat,2019.0,10.0
c69fca09-ac6f-4c8e-8afb-9204198d9b79,Pune,2023-03-26,4W,39.08,94.03,25.19,2.0,4.0,public_slow,219.87,0.98,6.41,8.0,rainy,0.614,middle,211.03,0.0,Four-Wheeler,Maharashtra,2023.0,3.0
9173c045-38ee-4322-9d47-3f1a7664d483,Ahmedabad,2024-03-02,2W,3.02,87.57,15.08,2.0,4.0,public_fast,47.46,1.77,2.7,7.77,rainy,0.263,high,16.31,0.0,Two-Wheeler,Gujarat,2024.0,3.0
e303f451-ae36-42de-a913-a92ba410aa1a,Chennai,2026-01-03,3W,6.47,82.84,19.96,3.0,6.0,public_fast,84.99,1.7,2.81,10.77,rainy,0.075,high,34.94,0.0,Three-Wheeler,Tamil Nadu,2026.0,1.0
